team,Adrian,Alderson,Alvernia,Ambrose,American,Arcadia,Augustana,Aurora,Baldwin,Ball,Bard,Barton,Baruch,Belmont,Benedict,Benedictine,Bluefield,Brooklyn,BYU,Cairn,Cal Lu,Campbellsville,Carlow,Carolina,Carthage,CCNY,Central,Charleston,Coker,Colby,Concordia,Cornerstone,CSUN,CUC,Culver,Cumberland,CUW,Daemen,Dean,Dominican,DYouville,Eastern,Edgewood,Edward,Elizabeth,Elizabethtown,Elmira,Elms,Emerson,Emmanuel,Emmanuel MA,EMU,Endicott,ENU,Erskine,Fairleigh,First Point,Fisher,Fontbonne,Fort Valley,GCU,Geneva,Georgetown,GMU,Graceland,Grand View,Greenville,Harvard,Hawaii,Hilbert,Hiram,Hunter,IIT,Immaculata,Indiana Tech,IWU,Jamestown,John Jay,Judson,Juniata,JWU,Katherine,Kean,King,Kings,KSU,Lakeland,Lancaster,Lasell,LBSU,Lees,Lehman,Lesley,Lewis,Life,Limestone,Lindenwood,LIU,LMU,Loras,Lourdes,Loyola,Maranatha,Marian,Marymount,Maryville,Masters,MBU,McKendree,Medaille,Medgar,Menlo,Merced,Messiah,Milligan,Millikin,Misericordia,MIT,Morehouse,Mount Union,MSJ,MSOE,MSV,MVC,MVNU,Nazareth,Neumann,Nichols,NJCU,NJIT,Norbert,North Central,North Park,NVU,NYU,Ohio,Olive,Olivet,OUAZ,OUKA,Paine,Park,Penn,Penn Altoona,Penn Behrend,Pepperdine,PFW,Pine Manor,Pratt,Princeton,Queens,Quincy,Ramapo,Randolph Macon,Regis,Reinhardt,Rivier,Rockford,Rosemont,Rutgers,Sacred,Sage,Saint Vincent,Sarah,SFCB,SFU,SJC Brooklyn,SJC Long Island,Springfield,St Andrews,Stanford,Stevens,Stevenson,SUNY New Paltz,SUNY Poly,SUNY Potsdam,SUNY Purchase,SVU,Thiel,Trine,Truett,Tusculum,UCI,UCLA,UCSB,UCSC,UCSD,UHSP,UPRB,UPRM,UPRRP,Urbana,USC,Valley Forge,Vanguard,Vassar,Wabash,Warner,Webber,Wells,Westcliff,Widener,Wilkes,Wilson,WIT,Wittenberg,WLC,WPU,Xavier,Yeshiva,York
12/29/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
