short_name,full_name,division,conference,elo,games,wins,losses,win_pct,conf_wins,conf_losses,conf_pct,home_wins,home_losses,home_pct,away_wins,away_losses,away_pct,sets_won,sets_lost,set_diff,points_won,points_lost,point_diff,soo,sos,cinco_wins,cinco_losses,cinco_pct,points_game,points_set
Emmanuel,Emmanuel College,D-II,Carolinas,1546.77,24,10,14,0.417,0,0,0,7,4,0.636,3,10,0.231,41,49,-8,1978,2031,-53,37025.20404252393,1542.72,3,2,0.600,-2.21,-0.59
Erskine,Erskine College,D-II,Carolinas,1454.28,24,9,15,0.375,0,0,0,3,6,0.333,3,8,0.273,35,53,-18,1889,1946,-57,36136.56919113218,1505.69,3,2,0.600,-2.38,-0.65
FDU,Fairleigh Dickinson University,D-I,NEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Valley,Fort Valley State University,D-II,SIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCU,Grand Canyon University,D-I,MPSF,1611.16,20,9,11,0.450,0,0,0,4,3,0.571,4,8,0.333,35,37,-2,1632,1676,-44,31655.14902234312,1582.76,1,3,0.250,-2.2,-0.61
GMU,George Mason University,D-I,EIVA,1658.16,22,15,7,0.682,0,0,0,10,4,0.714,4,3,0.571,49,30,19,1845,1734,111,34000.12301929762,1545.46,4,0,1.000,5.05,1.41
Harvard,Harvard University,D-I,EIVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,University of Hawai'i at Manoa,D-I,Big West,1839.2,18,17,1,0.944,0,0,0,6,1,0.857,9,0,1.000,53,12,41,1579,1307,272,28619.91851682006,1590.0,2,1,0.667,15.11,4.18
King,King University,D-II,Carolinas,1565.79,25,12,13,0.480,0,0,0,5,8,0.385,7,5,0.583,45,46,-1,2034,2062,-28,38560.57809975111,1542.42,3,3,0.500,-1.12,-0.31
KSU,Kentucky State University,D-II,SIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBSU,Long Beach State,D-I,Big West,1644.57,12,7,5,0.583,0,0,0,4,0,1.000,2,4,0.333,28,19,9,1064,1025,39,19150.55510375373,1595.88,1,2,0.333,3.25,0.83
Lees,Lees–McRae College,D-II,Carolinas,1385.6,21,2,19,0.095,0,0,0,2,8,0.200,0,11,0.000,15,60,-45,1458,1830,-372,32616.527594942803,1553.17,1,2,0.333,-17.71,-4.96
Lewis,Lewis University,D-II,MIVA,1813.78,24,21,3,0.875,0,0,0,12,1,0.923,7,1,0.875,66,17,49,1997,1715,282,37897.677500590085,1579.07,3,0,1.000,11.75,3.4
Limestone,Limestone University,D-II,Independent,1591.92,23,12,11,0.522,0,0,0,7,2,0.778,4,7,0.364,46,42,4,1992,1967,25,34821.86327370136,1513.99,2,3,0.400,1.09,0.28
Lindenwood,Lindenwood University,D-II,MIVA,1511.28,18,5,13,0.278,0,0,0,3,5,0.375,2,8,0.200,20,45,-25,1386,1497,-111,28492.129126514883,1582.9,2,1,0.667,-6.17,-1.71
LIU,Long Island University,D-I,NEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMU,Lincoln Memorial University,D-II,Independent,1686.3,21,13,8,0.619,0,0,0,8,1,0.889,3,7,0.300,42,31,11,1665,1587,78,32242.40349633951,1535.35,2,1,0.667,3.71,1.07
Loyola,Loyola University Chicago,D-I,MIVA,1676.82,21,15,6,0.714,0,0,0,8,3,0.727,6,3,0.667,50,28,22,1807,1684,123,33472.36405342879,1593.92,2,2,0.500,5.86,1.58
Maryville,Maryville University,D-II,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKendree,McKendree University,D-II,MIVA,1643.54,17,11,6,0.647,0,0,0,7,2,0.778,4,4,0.500,38,25,13,1464,1356,108,26951.62517543154,1585.39,1,2,0.333,6.35,1.71
Merrimack,Merrimack College,D-I,NEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morehouse,Morehouse College,D-II,SIAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MST,Missouri S&T,D-II,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGU,North Greenville University,D-II,Carolinas,1621.2,18,13,5,0.722,0,0,0,10,1,0.909,3,3,0.500,47,19,28,1569,1377,192,27537.25216681688,1529.85,0,3,0.000,10.67,2.91
NJIT,New Jersey Institute of Technology,D-I,EIVA,1657.26,19,13,6,0.684,0,0,0,4,2,0.667,9,1,0.900,42,23,19,1517,1350,167,29004.796731590457,1526.57,1,1,0.500,8.79,2.57
Ohio,The Ohio State University,D-I,MIVA,1588.49,19,9,10,0.474,0,0,0,6,3,0.667,3,7,0.300,35,36,-1,1585,1595,-10,30055.528891989135,1581.87,2,2,0.500,-0.53,-0.14
Olive,University of Mount Olive,D-II,Carolinas,1691.96,17,13,4,0.765,0,0,0,6,1,0.857,7,2,0.778,43,26,17,1600,1483,117,26253.200406564552,1544.31,5,1,0.833,6.88,1.7
Penn,Pennsylvania State University,D-I,EIVA,1758.46,26,22,4,0.846,0,0,0,13,1,0.929,8,2,0.800,68,18,50,2080,1705,375,40046.32245191571,1540.24,1,1,0.500,14.42,4.36
Pepperdine,Pepperdine University,D-I,MPSF,1671.97,20,13,7,0.650,0,0,0,7,2,0.778,4,4,0.500,44,28,16,1633,1624,9,32011.14112328495,1600.56,2,1,0.667,0.45,0.12
PFW,Purdue University Fort Wayne,D-I,MIVA,1548.63,15,6,9,0.400,0,0,0,4,3,0.571,2,6,0.250,28,32,-4,1354,1378,-24,23777.905053443126,1585.19,1,3,0.250,-1.6,-0.4
Princeton,Princeton University,D-I,EIVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queens,Queens University of Charlotte,D-II,Independent,1608.9,26,14,12,0.538,0,0,0,10,4,0.714,4,8,0.333,53,49,4,2301,2168,133,40032.59034505419,1539.72,5,5,0.500,5.12,1.3
Quincy,Quincy University,D-II,MIVA,1461.4,20,7,13,0.350,0,0,0,7,5,0.583,0,8,0.000,25,43,-18,1412,1541,-129,31330.427334575554,1566.52,1,0,1.000,-6.45,-1.9
Sacred,Sacred Heart University,D-I,NEC,1359.78,20,1,19,0.050,0,0,0,0,8,0.000,1,11,0.083,10,58,-48,1344,1659,-315,30833.208559138355,1541.66,0,1,0.000,-15.75,-4.63
SFCB,St. Francis College (Brooklyn),D-I,NEC,1508.35,6,3,3,0.500,0,0,0,1,1,0.500,2,0,1.000,12,12,0,506,543,-37,8919.025391028823,1486.5,1,0,1.000,-6.17,-1.54
SFU,Saint Francis University (PA),D-I,NEC,1484.19,27,8,19,0.296,0,0,0,3,10,0.231,5,8,0.385,40,63,-23,2191,2333,-142,41636.20529255824,1542.08,1,7,0.125,-5.26,-1.38
Stanford,Stanford University,D-I,MPSF,1450.24,17,3,14,0.176,0,0,0,3,5,0.375,0,8,0.000,16,45,-29,1251,1483,-232,26985.62684626061,1587.39,1,0,1.000,-13.65,-3.8
Tusculum,Tusculum University,D-II,Independent,1440.06,18,5,13,0.278,0,0,0,2,6,0.250,1,6,0.143,24,41,-17,1375,1482,-107,27301.425872614658,1516.75,0,2,0.000,-5.94,-1.65
UCI,UC Irvine,D-I,Big West,1484.67,16,2,14,0.125,0,0,0,2,5,0.286,0,8,0.000,17,45,-28,1242,1459,-217,26097.877483187942,1631.12,1,3,0.250,-13.56,-3.5
UCLA,UCLA,D-I,MPSF,1689.27,21,15,6,0.714,0,0,0,7,2,0.778,7,3,0.700,49,31,18,1898,1748,150,32857.08686970335,1564.62,2,1,0.667,7.14,1.88
UCSB,UC Santa Barbara,D-I,Big West,1756.16,21,16,5,0.762,0,0,0,8,3,0.727,5,1,0.833,50,24,26,1748,1578,170,33366.01172477727,1588.86,1,0,1.000,8.1,2.3
UCSD,UC San Diego,D-I,Big West,1573.27,18,5,13,0.278,0,0,0,2,5,0.286,2,7,0.222,22,46,-24,1460,1586,-126,29587.56918666379,1643.75,3,2,0.600,-7.0,-1.85
USC,University of Southern California,D-I,MPSF,1461.73,18,5,13,0.278,0,0,0,4,7,0.364,1,5,0.167,23,42,-19,1481,1515,-34,28457.258817571277,1580.96,0,2,0.000,-1.89,-0.52
