date,season,home,neutral,playoff,team1,team2,result_team1,result_team2,sets_team1,sets_team2,points_team1,points_team2,elo_start_team1,elo_start_team2,probability_team1,probability_team2,elo_end_team1,elo_end_team2
3/20/2021,2021,Pepperdine,0,0,BYU,Pepperdine,,,,,,,1414.3079867015385,1413.6212784290221,0.5009882513578158,0.4990117486421842,1414.3079867015385,1413.6212784290221
3/20/2021,2021,UCSB,0,0,LBSU,UCSB,,,,,,,1350,1376.5479157535788,0.46186866103161434,0.5381313389683856,1350,1376.5479157535788
3/20/2021,2021,NJIT,0,0,Penn,NJIT,,,,,,,1443.998050474481,1402.0198910313884,0.5601191687854463,0.4398808312145537,1443.998050474481,1402.0198910313884
3/20/2021,2021,Stanford,0,0,GCU,Stanford,,,,,,,1329.1960602397444,1309.5468514663614,0.5282473748510084,0.4717526251489917,1329.1960602397444,1309.5468514663614
3/20/2021,2021,UCI,0,0,CSUN,UCI,,,,,,,1350,1321.2919947606663,0.5412203734647529,0.45877962653524706,1350,1321.2919947606663
3/20/2021,2021,Quincy,0,0,Ball,Quincy,,,,,,,1400.1544322801283,1308.0728147228272,0.629498132076689,0.3705018679233109,1400.1544322801283,1308.0728147228272
3/20/2021,2021,Charleston,0,0,SFU,Charleston,,,,,,,1199.0509096840717,1344.8992354459863,0.3016252595155684,0.6983747404844316,1199.0509096840717,1344.8992354459863
3/20/2021,2021,GMU,0,0,Sacred,GMU,,,,,,,1269.3907046891457,1379.380400506766,0.3467962693493346,0.6532037306506654,1269.3907046891457,1379.380400506766
3/20/2021,2021,PFW,0,0,Ohio,PFW,,,,,,,1361.3385964224176,1345.840502445145,0.522288768713655,0.47771123128634496,1361.3385964224176,1345.840502445145
3/21/2021,2021,LBSU,0,0,UCSB,LBSU,,,,,,,1376.5479157535788,1350,0.5381313389683856,0.46186866103161434,1376.5479157535788,1350
3/21/2021,2021,CSUN,0,0,UCI,CSUN,,,,,,,1321.2919947606663,1350,0.45877962653524706,0.5412203734647529,1321.2919947606663,1350
3/21/2021,2021,Lindenwood,0,0,Lewis,Lindenwood,,,,,,,1402.2904018998688,1281.053319626346,0.6677212888163903,0.3322787111836098,1402.2904018998688,1281.053319626346
3/23/2021,2021,Stanford,0,0,UCLA,Stanford,,,,,,,1382.7979319319518,1309.5468514663614,0.60388210689497,0.39611789310503,1382.7979319319518,1309.5468514663614
3/24/2021,2021,Stanford,0,0,UCLA,Stanford,,,,,,,1382.7979319319518,1309.5468514663614,0.60388210689497,0.39611789310503,1382.7979319319518,1309.5468514663614
3/26/2021,2021,Hawaii,0,0,UCSD,Hawaii,,,,,,,1297.0955647410224,1405.0645247447326,0.34943599051553725,0.6505640094844628,1297.0955647410224,1405.0645247447326
3/26/2021,2021,Concordia,0,0,BYU,Concordia,,,,,,,1414.3079867015385,1290.5589306482077,0.6709217236382101,0.3290782763617898,1414.3079867015385,1290.5589306482077
3/26/2021,2021,LBSU,0,0,UCI,LBSU,,,,,,,1321.2919947606663,1350,0.45877962653524706,0.5412203734647529,1321.2919947606663,1350
3/26/2021,2021,USC,0,0,Stanford,USC,,,,,,,1309.5468514663614,1309.970960583174,0.4993896582217909,0.5006103417782092,1309.5468514663614,1309.970960583174
3/26/2021,2021,NJIT,0,0,Charleston,NJIT,,,,,,,1344.8992354459863,1402.0198910313884,0.4185294847608838,0.5814705152391161,1344.8992354459863,1402.0198910313884
3/26/2021,2021,Pepperdine,0,0,GCU,Pepperdine,,,,,,,1329.1960602397444,1413.6212784290221,0.38083852839121807,0.6191614716087819,1329.1960602397444,1413.6212784290221
3/26/2021,2021,CSUN,0,0,UCSB,CSUN,,,,,,,1376.5479157535788,1350,0.5381313389683856,0.46186866103161434,1376.5479157535788,1350
3/26/2021,2021,Ball,0,0,Loyola,Ball,,,,,,,1384.077401063896,1400.1544322801283,0.47687979177020917,0.5231202082297908,1384.077401063896,1400.1544322801283
3/26/2021,2021,SFU,0,0,GMU,SFU,,,,,,,1379.380400506766,1199.0509096840717,0.7384755071048595,0.26152449289514046,1379.380400506766,1199.0509096840717
3/26/2021,2021,Penn,0,0,Sacred,Penn,,,,,,,1269.3907046891457,1443.998050474481,0.2679358267989153,0.7320641732010846,1269.3907046891457,1443.998050474481
3/26/2021,2021,Lewis,0,0,Quincy,Lewis,,,,,,,1308.0728147228272,1402.2904018998688,0.3676387502789763,0.6323612497210237,1308.0728147228272,1402.2904018998688
3/26/2021,2021,Ohio,0,0,Lindenwood,Ohio,,,,,,,1281.053319626346,1361.3385964224176,0.3864737258531365,0.6135262741468634,1281.053319626346,1361.3385964224176
3/27/2021,2021,Hawaii,0,0,UCSD,Hawaii,,,,,,,1297.0955647410224,1405.0645247447326,0.34943599051553725,0.6505640094844628,1297.0955647410224,1405.0645247447326
3/27/2021,2021,Concordia,0,0,BYU,Concordia,,,,,,,1414.3079867015385,1290.5589306482077,0.6709217236382101,0.3290782763617898,1414.3079867015385,1290.5589306482077
3/27/2021,2021,UCI,0,0,LBSU,UCI,,,,,,,1350,1321.2919947606663,0.5412203734647529,0.45877962653524706,1350,1321.2919947606663
3/27/2021,2021,USC,0,0,Stanford,USC,,,,,,,1309.5468514663614,1309.970960583174,0.4993896582217909,0.5006103417782092,1309.5468514663614,1309.970960583174
3/27/2021,2021,NJIT,0,0,Charleston,NJIT,,,,,,,1344.8992354459863,1402.0198910313884,0.4185294847608838,0.5814705152391161,1344.8992354459863,1402.0198910313884
3/27/2021,2021,Pepperdine,0,0,GCU,Pepperdine,,,,,,,1329.1960602397444,1413.6212784290221,0.38083852839121807,0.6191614716087819,1329.1960602397444,1413.6212784290221
3/27/2021,2021,UCSB,0,0,CSUN,UCSB,,,,,,,1350,1376.5479157535788,0.46186866103161434,0.5381313389683856,1350,1376.5479157535788
3/27/2021,2021,Ball,0,0,Loyola,Ball,,,,,,,1384.077401063896,1400.1544322801283,0.47687979177020917,0.5231202082297908,1384.077401063896,1400.1544322801283
3/27/2021,2021,SFU,0,0,GMU,SFU,,,,,,,1379.380400506766,1199.0509096840717,0.7384755071048595,0.26152449289514046,1379.380400506766,1199.0509096840717
3/27/2021,2021,Penn,0,0,Sacred,Penn,,,,,,,1269.3907046891457,1443.998050474481,0.2679358267989153,0.7320641732010846,1269.3907046891457,1443.998050474481
3/27/2021,2021,Lewis,0,0,Quincy,Lewis,,,,,,,1308.0728147228272,1402.2904018998688,0.3676387502789763,0.6323612497210237,1308.0728147228272,1402.2904018998688
3/27/2021,2021,Ohio,0,0,Lindenwood,Ohio,,,,,,,1281.053319626346,1361.3385964224176,0.3864737258531365,0.6135262741468634,1281.053319626346,1361.3385964224176
3/27/2021,2021,PFW,0,0,McKendree,PFW,,,,,,,1447.4558997498164,1345.840502445145,0.6422045121723033,0.35779548782769666,1447.4558997498164,1345.840502445145
3/28/2021,2021,USC,0,0,Stanford,USC,,,,,,,1309.5468514663614,1309.970960583174,0.4993896582217909,0.5006103417782092,1309.5468514663614,1309.970960583174
3/28/2021,2021,Pepperdine,0,0,GCU,Pepperdine,,,,,,,1329.1960602397444,1413.6212784290221,0.38083852839121807,0.6191614716087819,1329.1960602397444,1413.6212784290221
3/28/2021,2021,PFW,0,0,McKendree,PFW,,,,,,,1447.4558997498164,1345.840502445145,0.6422045121723033,0.35779548782769666,1447.4558997498164,1345.840502445145
3/31/2021,2021,Pepperdine,0,0,UCLA,Pepperdine,,,,,,,1382.7979319319518,1413.6212784290221,0.45575764991028617,0.5442423500897139,1382.7979319319518,1413.6212784290221
4/1/2021,2021,BYU,0,0,USC,BYU,,,,,,,1309.970960583174,1414.3079867015385,0.35420364399017373,0.6457963560098262,1309.970960583174,1414.3079867015385
4/1/2021,2021,UCSB,0,0,UCI,UCSB,,,,,,,1321.2919947606663,1376.5479157535788,0.4211440668153007,0.5788559331846993,1321.2919947606663,1376.5479157535788
4/1/2021,2021,Loyola,0,0,Lewis,Loyola,,,,,,,1402.2904018998688,1384.077401063896,0.5261866327049863,0.47381336729501355,1402.2904018998688,1384.077401063896
4/2/2021,2021,Hawaii,0,0,LBSU,Hawaii,,,,,,,1350,1405.0645247447326,0.42141268040637797,0.5785873195936221,1350,1405.0645247447326
4/2/2021,2021,BYU,0,0,USC,BYU,,,,,,,1309.970960583174,1414.3079867015385,0.35420364399017373,0.6457963560098262,1309.970960583174,1414.3079867015385
4/2/2021,2021,GCU,0,0,UCLA,GCU,,,,,,,1382.7979319319518,1329.1960602397444,0.5765330453415567,0.4234669546584433,1382.7979319319518,1329.1960602397444
4/2/2021,2021,SFU,0,0,NJIT,SFU,,,,,,,1402.0198910313884,1199.0509096840717,0.7628526792179416,0.23714732078205836,1402.0198910313884,1199.0509096840717
4/2/2021,2021,Stanford,0,0,Concordia,Stanford,,,,,,,1290.5589306482077,1309.5468514663614,0.47270135848327566,0.5272986415167243,1290.5589306482077,1309.5468514663614
4/2/2021,2021,CSUN,0,0,UCSD,CSUN,,,,,,,1297.0955647410224,1350,0.42444743059182516,0.5755525694081749,1297.0955647410224,1350
4/2/2021,2021,McKendree,0,0,Ball,McKendree,,,,,,,1400.1544322801283,1447.4558997498164,0.4323452023511365,0.5676547976488635,1400.1544322801283,1447.4558997498164
4/2/2021,2021,Sacred,0,0,Charleston,Sacred,,,,,,,1344.8992354459863,1269.3907046891457,0.6069863700896946,0.3930136299103055,1344.8992354459863,1269.3907046891457
4/2/2021,2021,GMU,0,0,Penn,GMU,,,,,,,1443.998050474481,1379.380400506766,0.5919346951137734,0.4080653048862265,1443.998050474481,1379.380400506766
4/2/2021,2021,Loyola,0,0,Lewis,Loyola,,,,,,,1402.2904018998688,1384.077401063896,0.5261866327049863,0.47381336729501355,1402.2904018998688,1384.077401063896
4/2/2021,2021,Lindenwood,0,0,PFW,Lindenwood,,,,,,,1345.840502445145,1281.053319626346,0.5921704029562943,0.4078295970437057,1345.840502445145,1281.053319626346
4/2/2021,2021,Quincy,0,0,Ohio,Quincy,,,,,,,1361.3385964224176,1308.0728147228272,0.5760606352314346,0.42393936476856536,1361.3385964224176,1308.0728147228272
4/3/2021,2021,Hawaii,0,0,LBSU,Hawaii,,,,,,,1350,1405.0645247447326,0.42141268040637797,0.5785873195936221,1350,1405.0645247447326
4/3/2021,2021,GCU,0,0,UCLA,GCU,,,,,,,1382.7979319319518,1329.1960602397444,0.5765330453415567,0.4234669546584433,1382.7979319319518,1329.1960602397444
4/3/2021,2021,UCI,0,0,UCSB,UCI,,,,,,,1376.5479157535788,1321.2919947606663,0.5788559331846993,0.4211440668153007,1376.5479157535788,1321.2919947606663
4/3/2021,2021,SFU,0,0,NJIT,SFU,,,,,,,1402.0198910313884,1199.0509096840717,0.7628526792179416,0.23714732078205836,1402.0198910313884,1199.0509096840717
4/3/2021,2021,Stanford,0,0,Concordia,Stanford,,,,,,,1290.5589306482077,1309.5468514663614,0.47270135848327566,0.5272986415167243,1290.5589306482077,1309.5468514663614
4/3/2021,2021,UCSD,0,0,CSUN,UCSD,,,,,,,1350,1297.0955647410224,0.5755525694081749,0.42444743059182516,1350,1297.0955647410224
4/3/2021,2021,McKendree,0,0,Ball,McKendree,,,,,,,1400.1544322801283,1447.4558997498164,0.4323452023511365,0.5676547976488635,1400.1544322801283,1447.4558997498164
4/3/2021,2021,Sacred,0,0,Charleston,Sacred,,,,,,,1344.8992354459863,1269.3907046891457,0.6069863700896946,0.3930136299103055,1344.8992354459863,1269.3907046891457
4/3/2021,2021,GMU,0,0,Penn,GMU,,,,,,,1443.998050474481,1379.380400506766,0.5919346951137734,0.4080653048862265,1443.998050474481,1379.380400506766
4/3/2021,2021,Lindenwood,0,0,PFW,Lindenwood,,,,,,,1345.840502445145,1281.053319626346,0.5921704029562943,0.4078295970437057,1345.840502445145,1281.053319626346
4/3/2021,2021,Quincy,0,0,Ohio,Quincy,,,,,,,1361.3385964224176,1308.0728147228272,0.5760606352314346,0.42393936476856536,1361.3385964224176,1308.0728147228272
4/6/2021,2021,UCLA,0,0,BYU,UCLA,,,,,,,1414.3079867015385,1382.7979319319518,0.5452226924395344,0.45477730756046564,1414.3079867015385,1382.7979319319518
4/9/2021,2021,CSUN,0,0,Hawaii,CSUN,,,,,,,1405.0645247447326,1350,0.5785873195936221,0.42141268040637797,1405.0645247447326,1350
4/9/2021,2021,UCSD,0,0,LBSU,UCSD,,,,,,,1350,1297.0955647410224,0.5755525694081749,0.42444743059182516,1350,1297.0955647410224
4/9/2021,2021,UCLA,0,0,BYU,UCLA,,,,,,,1414.3079867015385,1382.7979319319518,0.5452226924395344,0.45477730756046564,1414.3079867015385,1382.7979319319518
4/9/2021,2021,NJIT,0,0,GMU,NJIT,,,,,,,1379.380400506766,1402.0198910313884,0.4674651892004392,0.5325348107995608,1379.380400506766,1402.0198910313884
4/9/2021,2021,USC,0,0,GCU,USC,,,,,,,1329.1960602397444,1309.970960583174,0.5276389391151776,0.4723610608848225,1329.1960602397444,1309.970960583174
4/9/2021,2021,Charleston,0,0,Penn,Charleston,,,,,,,1443.998050474481,1344.8992354459863,0.6388689961708388,0.36113100382916125,1443.998050474481,1344.8992354459863
4/9/2021,2021,Sacred,0,0,SFU,Sacred,,,,,,,1199.0509096840717,1269.3907046891457,0.40013361532710373,0.5998663846728962,1199.0509096840717,1269.3907046891457
4/10/2021,2021,CSUN,0,0,Hawaii,CSUN,,,,,,,1405.0645247447326,1350,0.5785873195936221,0.42141268040637797,1405.0645247447326,1350
4/10/2021,2021,UCLA,0,0,BYU,UCLA,,,,,,,1414.3079867015385,1382.7979319319518,0.5452226924395344,0.45477730756046564,1414.3079867015385,1382.7979319319518
4/10/2021,2021,LBSU,0,0,UCSD,LBSU,,,,,,,1297.0955647410224,1350,0.42444743059182516,0.5755525694081749,1297.0955647410224,1350
4/10/2021,2021,NJIT,0,0,GMU,NJIT,,,,,,,1379.380400506766,1402.0198910313884,0.4674651892004392,0.5325348107995608,1379.380400506766,1402.0198910313884
4/10/2021,2021,USC,0,0,GCU,USC,,,,,,,1329.1960602397444,1309.970960583174,0.5276389391151776,0.4723610608848225,1329.1960602397444,1309.970960583174
4/10/2021,2021,Charleston,0,0,Penn,Charleston,,,,,,,1443.998050474481,1344.8992354459863,0.6388689961708388,0.36113100382916125,1443.998050474481,1344.8992354459863
4/10/2021,2021,Sacred,0,0,SFU,Sacred,,,,,,,1199.0509096840717,1269.3907046891457,0.40013361532710373,0.5998663846728962,1199.0509096840717,1269.3907046891457
4/16/2021,2021,Hawaii,0,0,UCI,Hawaii,,,,,,,1321.2919947606663,1405.0645247447326,0.38172486815756607,0.6182751318424339,1321.2919947606663,1405.0645247447326
4/16/2021,2021,CSUN,0,0,LBSU,CSUN,,,,,,,1350,1350,0.5,0.5,1350,1350
4/16/2021,2021,GCU,0,0,Concordia,GCU,,,,,,,1290.5589306482077,1329.1960602397444,0.44462478625516066,0.5553752137448393,1290.5589306482077,1329.1960602397444
4/17/2021,2021,Hawaii,0,0,UCI,Hawaii,,,,,,,1321.2919947606663,1405.0645247447326,0.38172486815756607,0.6182751318424339,1321.2919947606663,1405.0645247447326
4/17/2021,2021,LBSU,0,0,CSUN,LBSU,,,,,,,1350,1350,0.5,0.5,1350,1350
4/17/2021,2021,GCU,0,0,Concordia,GCU,,,,,,,1290.5589306482077,1329.1960602397444,0.44462478625516066,0.5553752137448393,1290.5589306482077,1329.1960602397444
3/10/2021 - 1,2021,SFCB,0,0,Sacred,SFCB,,,,,,,1269.3907046891457,1200,0.5985543094254113,0.4014456905745887,1269.3907046891457,1200
3/10/2021 - 2,2021,SFCB,0,0,Sacred,SFCB,,,,,,,1269.3907046891457,1200,0.5985543094254113,0.4014456905745887,1269.3907046891457,1200
4/6/2021 - 1,2021,Sacred,0,0,SFCB,Sacred,,,,,,,1200,1269.3907046891457,0.4014456905745887,0.5985543094254113,1200,1269.3907046891457
4/6/2021 - 2,2021,Sacred,0,0,SFCB,Sacred,,,,,,,1200,1269.3907046891457,0.4014456905745887,0.5985543094254113,1200,1269.3907046891457
