date,season,home,n,p,t1,t2,r_t1,r_t2,s_t1,s_t2,p_t1,p_t2,s1_t1,s1_t2,s2_t1,s2_t2,s3_t1,s3_t2,s4_t1,s4_t2,s5_t1,s5_t2,elo_start_team1,elo_start_team2,elo_adjusted_team1,elo_adjusted_team2,probability_team1,probability_team2,elo_end_team1,elo_end_team2
1/10/2020 0:00:00,2020,UCSB,1,0,Concordia,CSUN,1,0,3,2,,,,,,,,,,,,,1501.359322911538,1486.4076515920342,1501.359322911538,1486.4076515920342,0.5215039115506424,0.47849608844935765,1517.3808722316853,1475.3861022718868
1/10/2020 0:00:00,2020,UCSB,1,0,LBSU,McKendree,1,0,3,1,,,,,,,,,,,,,1511.27994724147,1518.5923484079658,1511.27994724147,1512.5923484079658,0.49811131188178637,0.5018886881182136,1529.6699412183495,1505.2023544310862
1/10/2020 0:00:00,2020,UCI,0,0,Loyola,UCI,0,1,1,3,,,,,,,,,,,,,1487.3266884897464,1497.7731853922608,1481.3266884897464,1547.7731853922608,0.40552484475823847,0.5944751552417615,1478.4942764803325,1511.6055974016747
1/10/2020 0:00:00,2020,UCSB,0,0,Benedictine,UCSB,0,1,0,3,,,,,,,,,,,,,1419,1513.2646310756325,1412,1563.2646310756325,0.2950984305843837,0.7049015694156163,1415.1470470824686,1522.1175839931639
1/10/2020 0:00:00,2020,BYU,0,0,Penn,BYU,0,1,0,3,,,,,,,,,,,,,1500,1541.56418292013,1493,1591.56418292013,0.3618413542286252,0.6381586457713748,1494.1447593731411,1552.4194235469888
1/10/2020 0:00:00,2020,Hawaii,1,0,Emmanuel,GCU,0,1,0,3,,,,,,,,,,,,,1493.858017045608,1489.6115256532141,1475.858017045608,1478.6115256532141,0.49603746554023825,0.5039625344597618,1483.976893079401,1504.4926496194212
1/10/2020 0:00:00,2020,GMU,1,0,NJIT,Stanford,0,1,1,3,,,,,,,,,,,,,1500,1505.7188425301026,1500,1496.7188425301026,0.5047218247981339,0.4952781752018662,1488.1916785893893,1522.5271639407133
1/10/2020 0:00:00,2020,GMU,0,0,USC,GMU,0,1,0,3,,,,,,,,,,,,,1515.4978099871837,1483.429131257206,1506.4978099871837,1533.429131257206,0.4613201515865206,0.5386798484134794,1506.658205439588,1497.2687358048017
1/10/2020 0:00:00,2020,Ball,0,0,Belmont,Ball,0,1,0,3,,,,,,,,,,,,,1516.7701680761954,1500,1515.7701680761954,1550,0.4508980779780266,0.5491019220219734,1508.2432257368546,1513.5269423393408
1/10/2020 0:00:00,2020,Lindenwood,0,0,LMU,Lindenwood,0,1,1,3,,,,,,,,,,,,,1512.8138324581648,1482.442842835709,1511.8138324581648,1532.442842835709,0.47034730530471663,0.5296526946952834,1502.0367466323567,1498.219928661517
1/10/2020 0:00:00,2020,PFW,0,0,Queens,PFW,0,1,1,3,,,,,,,,,,,,,1500,1500,1499,1550,0.4271277486054956,0.5728722513945045,1490.5195008751684,1514.4804991248316
1/10/2020 0:00:00,2020,Quincy,0,0,Olive,Quincy,1,0,3,0,,,,,,,,,,,,,1514.7433247061263,1500,1511.7433247061263,1550,0.44516565371452194,0.5548343462854781,1536.3883550946905,1483.3549696114358
1/10/2020 0:00:00,2020,Charleston,0,0,Princeton,Charleston,1,0,3,0,,,,,,,,,,,,,1470.4892222293977,1486.586586304043,1469.4892222293977,1536.586586304043,0.4046219335732215,0.5953780664267785,1493.350564222201,1468.7252443112397
1/10/2020 0:00:00,2020,Sacred,0,0,SFCB,Sacred,0,1,0,3,,,,,,,,,,,,,1500,1500,1500,1550,0.4285368825916186,0.5714631174083814,1492.1438935222513,1512.8561064777487
